transaction_id,account_id,transaction_amount,transaction_date,transaction_type,location,customer_age,fraud_flag,risk_score,compliance_status
701,2568,4131.34,2024-12-01,Transfer,Canada,33,1,Low Risk,SOX Violation
702,1956,1498.89,2024-12-02,Credit,USA,40,0,Low Risk,Compliant
703,3738,4201.34,2024-12-03,Credit,Canada,48,0,Low Risk,SOX Violation
704,4498,3866.39,2024-12-04,Debit,UK,20,0,Low Risk,Compliant
705,2636,1157.97,2024-12-05,Credit,India,38,0,Low Risk,Compliant
706,2291,665.36,2024-12-06,Debit,UK,43,0,Low Risk,Compliant
707,4906,4341.59,2024-12-07,Debit,UK,53,0,Low Risk,SOX Violation
708,4648,4816.55,2024-12-08,Credit,India,59,0,Low Risk,SOX Violation
709,2440,166.2,2024-12-09,Transfer,India,54,0,Low Risk,Compliant
710,2191,3659.04,2024-12-10,Credit,Germany,70,0,Low Risk,Compliant
711,4913,4548.53,2024-12-11,Credit,Germany,39,0,Low Risk,SOX Violation
712,2066,4288.23,2024-12-12,Debit,UK,79,0,High Risk,SOX Violation
713,4627,4822.96,2024-12-13,Debit,UK,59,0,Low Risk,SOX Violation
714,1284,3802.87,2024-12-14,Debit,USA,29,0,Low Risk,Compliant
715,3444,2217.07,2024-12-15,Debit,USA,59,0,Low Risk,Compliant
716,1011,1566.64,2024-12-16,Transfer,Germany,78,0,Low Risk,Compliant
717,2630,1610.51,2024-12-17,Transfer,Germany,30,0,Low Risk,Compliant
718,4373,3624.87,2024-12-18,Transfer,USA,28,0,Low Risk,Compliant
719,4969,3731.73,2024-12-19,Debit,USA,71,1,Low Risk,Fraud Alert
720,4324,1009.79,2024-12-20,Debit,Canada,33,0,Low Risk,Compliant
721,3546,4341.93,2024-12-21,Debit,Canada,25,0,Low Risk,SOX Violation
722,1753,3577.47,2024-12-22,Transfer,USA,57,0,Low Risk,Compliant
723,3082,2818.12,2024-12-23,Debit,Canada,76,0,Low Risk,Compliant
724,3774,2362.95,2024-12-24,Credit,India,74,0,Low Risk,Compliant
725,3896,2720.73,2024-12-25,Credit,Germany,57,0,Low Risk,Compliant
726,1089,804.64,2024-12-26,Debit,Germany,62,0,Low Risk,Compliant
727,1775,1026.47,2024-12-27,Credit,USA,76,0,Low Risk,Compliant
728,3652,464.91,2024-12-28,Credit,UK,19,0,High Risk,Compliant
729,4993,776.75,2024-12-29,Transfer,USA,47,0,Low Risk,Compliant
730,4017,2273.93,2024-12-30,Debit,Canada,47,0,Low Risk,Compliant
731,2625,2656.47,2024-12-31,Debit,UK,29,1,Low Risk,Fraud Alert
732,4069,99.13,2025-01-01,Transfer,Canada,27,0,High Risk,Compliant
733,1417,3986.02,2025-01-02,Credit,India,61,0,Low Risk,Compliant
734,1114,1477.9,2025-01-03,Credit,Canada,28,0,Low Risk,Compliant
735,1616,4560.06,2025-01-04,Debit,India,32,0,Low Risk,SOX Violation
736,4974,4837.88,2025-01-05,Credit,India,33,0,Low Risk,SOX Violation
737,4267,935.44,2025-01-06,Transfer,Canada,34,1,Low Risk,Fraud Alert
738,1825,2315.87,2025-01-07,Transfer,Canada,43,0,Low Risk,Compliant
739,4572,16.15,2025-01-08,Debit,India,19,0,High Risk,Compliant
740,2649,2995.65,2025-01-09,Transfer,UK,67,0,Low Risk,Compliant
741,2516,3040.46,2025-01-10,Transfer,India,29,0,Low Risk,Compliant
742,4146,1245.22,2025-01-11,Debit,Germany,68,0,Low Risk,Compliant
743,1412,2796.48,2025-01-12,Transfer,India,43,0,Low Risk,Compliant
744,4447,1135.45,2025-01-13,Transfer,UK,40,0,Low Risk,Compliant
745,4491,812.52,2025-01-14,Transfer,Germany,35,1,Low Risk,Fraud Alert
746,1728,3261.08,2025-01-15,Credit,USA,79,0,Low Risk,Compliant
747,4348,1636.37,2025-01-16,Debit,USA,49,0,Low Risk,Compliant
748,4068,2955.42,2025-01-17,Debit,UK,66,1,Low Risk,Fraud Alert
749,3808,2171.9,2025-01-18,Debit,India,79,0,Low Risk,Compliant
750,1675,4921.91,2025-01-19,Credit,Canada,55,0,Low Risk,SOX Violation
751,4465,756.41,2025-01-20,Credit,UK,74,0,Low Risk,Compliant
752,2892,2328.35,2025-01-21,Debit,Germany,64,0,Low Risk,Compliant
753,3504,3405.48,2025-01-22,Credit,Germany,20,0,Low Risk,Compliant
754,3967,1983.77,2025-01-23,Debit,USA,55,0,Low Risk,Compliant
755,3239,4873.75,2025-01-24,Credit,Germany,20,0,High Risk,SOX Violation
756,3786,3612.22,2025-01-25,Transfer,UK,47,0,Low Risk,Compliant
757,4760,3288.35,2025-01-26,Transfer,Germany,78,0,Low Risk,Compliant
758,2122,3787.73,2025-01-27,Debit,UK,18,0,Low Risk,Compliant
759,2571,4763.72,2025-01-28,Credit,Canada,47,0,Low Risk,SOX Violation
760,1977,4540.02,2025-01-29,Credit,USA,62,0,Low Risk,SOX Violation
761,2008,3624.18,2025-01-30,Transfer,Germany,49,0,Low Risk,Compliant
762,3143,3748.32,2025-01-31,Transfer,UK,45,0,Low Risk,Compliant
763,2687,738.15,2025-02-01,Credit,India,38,0,Low Risk,Compliant
764,3710,522.93,2025-02-02,Credit,USA,75,0,Low Risk,Compliant
765,4261,2858.81,2025-02-03,Credit,Canada,63,0,Low Risk,Compliant
766,4807,101.65,2025-02-04,Credit,UK,30,0,Low Risk,Compliant
767,1036,2416.96,2025-02-05,Credit,Canada,44,0,Low Risk,Compliant
768,4851,1059.64,2025-02-06,Credit,Canada,53,0,Low Risk,Compliant
769,4440,1736.62,2025-02-07,Debit,Germany,24,0,Low Risk,Compliant
770,4766,3881.27,2025-02-08,Credit,Germany,39,1,Low Risk,Fraud Alert
771,2548,4706.78,2025-02-09,Transfer,UK,27,0,Low Risk,SOX Violation
772,3326,371.36,2025-02-10,Debit,India,56,0,Low Risk,Compliant
773,3264,2675.87,2025-02-11,Credit,UK,70,0,Low Risk,Compliant
774,3914,4413.84,2025-02-12,Transfer,India,32,0,Low Risk,SOX Violation
775,1872,421.72,2025-02-13,Debit,Canada,32,0,Low Risk,Compliant
776,2821,4124.33,2025-02-14,Transfer,USA,21,0,Low Risk,SOX Violation
777,2296,1795.43,2025-02-15,Credit,UK,49,0,Low Risk,Compliant
778,4952,1617.25,2025-02-16,Credit,UK,40,0,Low Risk,Compliant
779,3109,4887.56,2025-02-17,Credit,India,72,0,Low Risk,SOX Violation
780,1595,1012.29,2025-02-18,Credit,Canada,23,0,Low Risk,Compliant
781,2903,3469.04,2025-02-19,Debit,Canada,41,0,Low Risk,Compliant
782,1728,4108.99,2025-02-20,Debit,India,37,0,Low Risk,SOX Violation
783,2365,215.51,2025-02-21,Transfer,Canada,75,0,Low Risk,Compliant
784,1396,3355.22,2025-02-22,Credit,Germany,54,0,Low Risk,Compliant
785,1698,4758.23,2025-02-23,Transfer,USA,37,0,Low Risk,SOX Violation
786,4090,629.86,2025-02-24,Debit,UK,29,0,Low Risk,Compliant
787,3224,4482.14,2025-02-25,Credit,USA,50,0,Low Risk,SOX Violation
788,2635,2977.94,2025-02-26,Credit,UK,45,0,Low Risk,Compliant
789,1395,3086.86,2025-02-27,Debit,Germany,25,0,Low Risk,Compliant
790,3492,3068.59,2025-02-28,Debit,Canada,18,0,Low Risk,Compliant
791,4304,1501.19,2025-03-01,Debit,India,54,0,Low Risk,Compliant
792,4986,4676.66,2025-03-02,Debit,Germany,39,0,Low Risk,SOX Violation
793,1075,4737.28,2025-03-03,Debit,USA,23,0,Low Risk,SOX Violation
794,1264,3130.27,2025-03-04,Credit,India,78,0,Low Risk,Compliant
795,3502,3919.28,2025-03-05,Debit,Canada,38,0,Low Risk,Compliant
796,2819,3065.17,2025-03-06,Credit,Germany,49,0,Low Risk,Compliant
797,1717,2427.15,2025-03-07,Credit,India,52,0,Low Risk,Compliant
798,3782,3307.49,2025-03-08,Debit,Germany,32,0,Low Risk,Compliant
799,4455,2769.48,2025-03-09,Debit,Germany,22,0,Low Risk,Compliant
800,4635,2991.4,2025-03-10,Credit,Canada,77,0,Low Risk,Compliant
801,1850,3921.32,2025-03-11,Debit,UK,73,0,Low Risk,Compliant
802,4577,2409.71,2025-03-12,Debit,India,63,0,Low Risk,Compliant
803,2390,213.36,2025-03-13,Debit,Canada,67,0,Low Risk,Compliant
804,1143,828.36,2025-03-14,Transfer,Germany,65,0,Low Risk,Compliant
805,1884,2198.65,2025-03-15,Credit,Canada,23,0,Low Risk,Compliant
806,4140,3626.88,2025-03-16,Transfer,UK,42,0,Low Risk,Compliant
807,4170,2970.46,2025-03-17,Debit,India,73,0,Low Risk,Compliant
808,1395,3254.97,2025-03-18,Transfer,UK,63,0,Low Risk,Compliant
809,4096,2401.6,2025-03-19,Debit,USA,76,0,Low Risk,Compliant
810,3995,3082.55,2025-03-20,Transfer,India,73,0,Low Risk,Compliant
811,3938,1651.8,2025-03-21,Debit,UK,57,0,Low Risk,Compliant
812,2492,2356.21,2025-03-22,Transfer,Germany,46,0,Low Risk,Compliant
813,4555,3723.95,2025-03-23,Transfer,India,24,0,Low Risk,Compliant
814,4636,4360.45,2025-03-24,Transfer,India,57,0,Low Risk,SOX Violation
815,4222,2173.94,2025-03-25,Credit,Canada,30,0,Low Risk,Compliant
816,2167,227.87,2025-03-26,Transfer,Germany,55,0,Low Risk,Compliant
817,3616,816.75,2025-03-27,Credit,USA,35,0,Low Risk,Compliant
818,2062,114.1,2025-03-28,Debit,UK,19,0,High Risk,Compliant
819,3156,3269.78,2025-03-29,Transfer,Canada,25,0,Low Risk,Compliant
820,4764,1668.25,2025-03-30,Debit,UK,28,0,Low Risk,Compliant
821,2065,2716.97,2025-03-31,Debit,USA,50,0,Low Risk,Compliant
822,2209,2471.45,2025-04-01,Transfer,USA,71,1,Low Risk,Fraud Alert
823,3982,416.82,2025-04-02,Credit,India,78,0,High Risk,Compliant
824,3445,2022.27,2025-04-03,Transfer,USA,55,0,Low Risk,Compliant
825,4294,1110.6,2025-04-04,Debit,UK,65,0,Low Risk,Compliant
826,1633,2097.81,2025-04-05,Debit,Germany,44,0,Low Risk,Compliant
827,2156,1025.86,2025-04-06,Transfer,Germany,37,0,Low Risk,Compliant
828,4234,4203.86,2025-04-07,Credit,India,29,0,Low Risk,SOX Violation
829,2238,879.22,2025-04-08,Credit,UK,60,1,Low Risk,Fraud Alert
830,1732,4804.29,2025-04-09,Debit,UK,78,0,High Risk,SOX Violation
831,1234,2085.38,2025-04-10,Debit,USA,48,0,Low Risk,Compliant
832,4914,4232.76,2025-04-11,Credit,UK,44,0,Low Risk,SOX Violation
833,3705,3147.54,2025-04-12,Transfer,Canada,49,0,Low Risk,Compliant
834,1750,3679.4,2025-04-13,Debit,USA,78,0,Low Risk,Compliant
835,3635,3840.94,2025-04-14,Credit,Canada,27,0,Low Risk,Compliant
836,4080,2529.18,2025-04-15,Debit,India,20,0,Low Risk,Compliant
837,4145,2721.07,2025-04-16,Transfer,Germany,62,0,Low Risk,Compliant
838,1953,2574.84,2025-04-17,Credit,India,44,0,Low Risk,Compliant
839,3539,2944.41,2025-04-18,Debit,Germany,52,0,Low Risk,Compliant
840,3960,156.68,2025-04-19,Transfer,India,48,0,Low Risk,Compliant
841,4324,1983.62,2025-04-20,Debit,UK,32,0,Low Risk,Compliant
842,4301,3034.88,2025-04-21,Transfer,Canada,33,0,Low Risk,Compliant
843,2542,2992.64,2025-04-22,Transfer,Germany,78,0,Low Risk,Compliant
844,2197,3966.85,2025-04-23,Credit,USA,30,0,Low Risk,Compliant
845,2676,3278.5,2025-04-24,Transfer,Canada,66,0,Low Risk,Compliant
846,2191,4960.75,2025-04-25,Debit,USA,52,0,Low Risk,SOX Violation
847,3217,1426.43,2025-04-26,Transfer,Canada,69,0,Low Risk,Compliant
848,2416,1802.16,2025-04-27,Transfer,Canada,28,0,Low Risk,Compliant
849,3993,1925.4,2025-04-28,Credit,India,76,0,Low Risk,Compliant
850,3842,2334.41,2025-04-29,Transfer,Germany,38,0,Low Risk,Compliant
851,3681,4181.63,2025-04-30,Transfer,Germany,68,0,Low Risk,SOX Violation
852,2217,1186.6,2025-05-01,Debit,Canada,71,0,Low Risk,Compliant
853,2540,3882.24,2025-05-02,Credit,UK,28,0,Low Risk,Compliant
854,3076,2032.5,2025-05-03,Credit,UK,47,0,Low Risk,Compliant
855,4236,3013.26,2025-05-04,Credit,USA,77,0,Low Risk,Compliant
856,2445,3166.38,2025-05-05,Transfer,USA,65,0,Low Risk,Compliant
857,3386,1870.51,2025-05-06,Credit,India,70,0,Low Risk,Compliant
858,4719,2567.95,2025-05-07,Transfer,Canada,52,0,Low Risk,Compliant
859,2519,2071.03,2025-05-08,Transfer,USA,39,0,Low Risk,Compliant
860,2388,354.97,2025-05-09,Debit,USA,55,0,Low Risk,Compliant
861,2856,2191.46,2025-05-10,Debit,Canada,48,0,Low Risk,Compliant
862,2365,495.99,2025-05-11,Debit,India,31,0,Low Risk,Compliant
863,1499,2031.05,2025-05-12,Debit,USA,41,0,Low Risk,Compliant
864,2680,2968.66,2025-05-13,Debit,India,67,0,Low Risk,Compliant
865,1510,2901.28,2025-05-14,Transfer,Germany,66,0,Low Risk,Compliant
866,4398,3316.48,2025-05-15,Transfer,India,49,0,Low Risk,Compliant
867,1216,485.35,2025-05-16,Credit,UK,53,0,Low Risk,Compliant
868,2324,3264.09,2025-05-17,Transfer,UK,49,0,Low Risk,Compliant
869,2155,1567.62,2025-05-18,Transfer,India,72,0,Low Risk,Compliant
870,2827,2001.24,2025-05-19,Debit,UK,32,0,Low Risk,Compliant
871,4141,4291.35,2025-05-20,Transfer,Germany,60,0,Low Risk,SOX Violation
872,4323,55.06,2025-05-21,Debit,Canada,75,0,High Risk,Compliant
873,4486,2946.18,2025-05-22,Credit,UK,52,0,Low Risk,Compliant
874,2810,2997.58,2025-05-23,Credit,UK,20,0,Low Risk,Compliant
875,3492,1989.33,2025-05-24,Transfer,India,33,0,Low Risk,Compliant
876,3923,1192.77,2025-05-25,Credit,Germany,22,0,Low Risk,Compliant
877,2205,1181.02,2025-05-26,Transfer,Canada,38,0,Low Risk,Compliant
878,3214,4419.71,2025-05-27,Credit,India,78,0,Low Risk,SOX Violation
879,1090,2215.7,2025-05-28,Debit,India,27,0,Low Risk,Compliant
880,1713,1661.14,2025-05-29,Debit,Germany,36,0,Low Risk,Compliant
881,2881,2249.4,2025-05-30,Debit,Canada,42,0,Low Risk,Compliant
882,4602,3350.26,2025-05-31,Debit,Germany,21,0,Low Risk,Compliant
883,1038,737.33,2025-06-01,Transfer,Canada,78,1,Low Risk,Fraud Alert
884,4197,2252.67,2025-06-02,Credit,Germany,46,0,Low Risk,Compliant
885,4522,2943.54,2025-06-03,Transfer,India,36,0,Low Risk,Compliant
886,1172,4743.43,2025-06-04,Debit,India,60,0,Low Risk,SOX Violation
887,1652,1270.11,2025-06-05,Transfer,USA,19,0,Low Risk,Compliant
888,1753,1802.66,2025-06-06,Credit,UK,27,0,Low Risk,Compliant
889,2243,1903.0,2025-06-07,Transfer,Germany,78,0,Low Risk,Compliant
890,4709,3031.64,2025-06-08,Credit,USA,60,0,Low Risk,Compliant
891,2081,1790.09,2025-06-09,Transfer,UK,42,0,Low Risk,Compliant
892,2683,2672.22,2025-06-10,Credit,Germany,37,1,Low Risk,Fraud Alert
893,3523,3911.13,2025-06-11,Credit,Canada,65,0,Low Risk,Compliant
894,1455,3529.87,2025-06-12,Debit,UK,36,0,Low Risk,Compliant
895,1828,2237.38,2025-06-13,Credit,India,40,0,Low Risk,Compliant
896,1894,4322.44,2025-06-14,Debit,USA,41,0,Low Risk,SOX Violation
897,2384,2795.12,2025-06-15,Debit,UK,28,0,Low Risk,Compliant
898,2958,2704.13,2025-06-16,Debit,UK,63,0,Low Risk,Compliant
899,4072,180.6,2025-06-17,Transfer,India,51,0,Low Risk,Compliant
900,3434,4933.6,2025-06-18,Transfer,Germany,72,0,High Risk,SOX Violation
901,2996,623.62,2025-06-19,Transfer,Canada,45,0,Low Risk,Compliant
902,3395,1163.34,2025-06-20,Transfer,India,22,0,Low Risk,Compliant
903,1189,267.97,2025-06-21,Credit,Canada,76,0,Low Risk,Compliant
904,1504,3203.61,2025-06-22,Credit,Germany,22,0,Low Risk,Compliant
905,2214,1131.26,2025-06-23,Transfer,UK,68,0,Low Risk,Compliant
906,2531,908.25,2025-06-24,Credit,Canada,38,0,Low Risk,Compliant
907,4440,451.89,2025-06-25,Credit,USA,29,1,Low Risk,Fraud Alert
908,4480,525.51,2025-06-26,Debit,USA,67,0,Low Risk,Compliant
909,1823,2927.51,2025-06-27,Debit,India,21,0,Low Risk,Compliant
910,1928,3444.16,2025-06-28,Debit,Germany,71,0,Low Risk,Compliant
911,1933,1992.92,2025-06-29,Debit,India,66,0,Low Risk,Compliant
912,2140,2404.69,2025-06-30,Credit,India,59,0,Low Risk,Compliant
913,1133,3432.98,2025-07-01,Transfer,India,37,0,Low Risk,Compliant
914,3105,96.73,2025-07-02,Credit,USA,55,0,High Risk,Compliant
915,4627,1622.42,2025-07-03,Credit,USA,42,0,Low Risk,Compliant
916,1684,4865.76,2025-07-04,Credit,India,31,0,Low Risk,SOX Violation
917,3719,2904.76,2025-07-05,Debit,USA,28,0,Low Risk,Compliant
918,3220,1278.58,2025-07-06,Debit,Germany,49,0,Low Risk,Compliant
919,2852,2613.43,2025-07-07,Debit,India,28,0,Low Risk,Compliant
920,1814,1719.84,2025-07-08,Transfer,USA,78,0,Low Risk,Compliant
921,2172,2665.9,2025-07-09,Credit,Canada,35,0,Low Risk,Compliant
922,1079,637.45,2025-07-10,Transfer,India,44,0,Low Risk,Compliant
923,3933,672.25,2025-07-11,Debit,India,72,0,Low Risk,Compliant
924,4284,726.28,2025-07-12,Transfer,Germany,71,0,Low Risk,Compliant
925,1202,4699.7,2025-07-13,Credit,UK,35,0,Low Risk,SOX Violation
926,3811,3667.17,2025-07-14,Credit,UK,73,0,Low Risk,Compliant
927,2252,820.29,2025-07-15,Debit,Germany,40,0,Low Risk,Compliant
928,2699,949.86,2025-07-16,Debit,Germany,28,1,Low Risk,Fraud Alert
929,2250,3656.84,2025-07-17,Transfer,Germany,38,0,Low Risk,Compliant
930,2682,789.26,2025-07-18,Debit,UK,61,1,Low Risk,Fraud Alert
931,2555,1180.46,2025-07-19,Debit,Germany,22,0,Low Risk,Compliant
932,4512,4817.1,2025-07-20,Credit,USA,40,1,Low Risk,SOX Violation
933,4473,1283.98,2025-07-21,Debit,India,58,0,Low Risk,Compliant
934,3094,3311.55,2025-07-22,Debit,India,76,0,Low Risk,Compliant
935,2256,4893.37,2025-07-23,Credit,Canada,42,0,Low Risk,SOX Violation
936,4376,1877.74,2025-07-24,Credit,Canada,58,0,Low Risk,Compliant
937,2549,97.4,2025-07-25,Transfer,India,71,0,Low Risk,Compliant
938,2166,1228.29,2025-07-26,Debit,USA,27,0,Low Risk,Compliant
939,4486,4156.08,2025-07-27,Credit,UK,39,0,Low Risk,SOX Violation
940,4584,4324.4,2025-07-28,Transfer,UK,36,0,Low Risk,SOX Violation
941,2396,3844.91,2025-07-29,Transfer,USA,18,0,Low Risk,Compliant
942,4637,574.42,2025-07-30,Debit,UK,24,0,Low Risk,Compliant
943,4957,3979.6,2025-07-31,Debit,Germany,21,0,Low Risk,Compliant
944,4330,4594.2,2025-08-01,Transfer,India,18,0,High Risk,SOX Violation
945,3703,3007.04,2025-08-02,Credit,India,32,0,Low Risk,Compliant
946,1470,4704.97,2025-08-03,Transfer,USA,57,0,Low Risk,SOX Violation
947,4018,4135.93,2025-08-04,Debit,UK,29,0,Low Risk,SOX Violation
948,2035,3338.19,2025-08-05,Credit,Canada,39,0,Low Risk,Compliant
949,2353,2890.15,2025-08-06,Credit,Canada,39,1,Low Risk,Fraud Alert
950,3783,1749.38,2025-08-07,Transfer,UK,67,0,Low Risk,Compliant
951,3831,804.84,2025-08-08,Debit,Canada,64,0,Low Risk,Compliant
952,1967,3028.72,2025-08-09,Transfer,USA,34,0,Low Risk,Compliant
953,1357,1597.38,2025-08-10,Transfer,USA,46,0,Low Risk,Compliant
954,4019,4333.53,2025-08-11,Transfer,UK,63,0,Low Risk,SOX Violation
955,4479,4966.75,2025-08-12,Credit,Canada,31,0,Low Risk,SOX Violation
956,1667,3764.61,2025-08-13,Credit,USA,67,0,Low Risk,Compliant
957,1372,461.5,2025-08-14,Debit,USA,37,0,Low Risk,Compliant
958,2031,1450.54,2025-08-15,Debit,Germany,67,0,Low Risk,Compliant
959,2145,554.46,2025-08-16,Transfer,Germany,65,0,Low Risk,Compliant
960,2371,3256.05,2025-08-17,Transfer,USA,50,0,Low Risk,Compliant
961,3723,3828.3,2025-08-18,Transfer,UK,72,0,Low Risk,Compliant
962,1089,4629.12,2025-08-19,Debit,India,76,0,Low Risk,SOX Violation
963,4719,2196.48,2025-08-20,Credit,India,60,0,Low Risk,Compliant
964,3745,4507.86,2025-08-21,Credit,USA,32,1,Low Risk,SOX Violation
965,4387,4390.68,2025-08-22,Transfer,USA,29,0,Low Risk,SOX Violation
966,4249,1592.81,2025-08-23,Transfer,USA,57,0,Low Risk,Compliant
967,1539,4345.81,2025-08-24,Transfer,UK,71,0,Low Risk,SOX Violation
968,3779,1884.6,2025-08-25,Transfer,Germany,37,0,Low Risk,Compliant
969,1868,1491.38,2025-08-26,Debit,USA,47,0,Low Risk,Compliant
970,1040,3248.88,2025-08-27,Credit,USA,55,0,Low Risk,Compliant
971,1739,1648.62,2025-08-28,Transfer,Canada,20,0,Low Risk,Compliant
972,4775,3154.74,2025-08-29,Debit,UK,45,0,Low Risk,Compliant
973,2946,3053.06,2025-08-30,Transfer,USA,73,0,Low Risk,Compliant
974,3549,2821.56,2025-08-31,Transfer,Canada,43,1,Low Risk,Fraud Alert
975,4006,1908.29,2025-09-01,Credit,India,47,0,Low Risk,Compliant
976,4216,2747.01,2025-09-02,Transfer,USA,30,0,Low Risk,Compliant
977,2224,2986.46,2025-09-03,Credit,USA,30,0,Low Risk,Compliant
978,1928,2732.98,2025-09-04,Credit,Canada,19,0,Low Risk,Compliant
979,3036,2227.65,2025-09-05,Credit,UK,54,0,Low Risk,Compliant
980,4795,83.19,2025-09-06,Debit,USA,66,0,Low Risk,Compliant
981,3508,2939.44,2025-09-07,Debit,India,55,0,Low Risk,Compliant
982,3779,850.54,2025-09-08,Credit,USA,19,0,Low Risk,Compliant
983,3799,3216.45,2025-09-09,Transfer,India,53,0,Low Risk,Compliant
984,1924,3799.13,2025-09-10,Credit,Germany,71,0,Low Risk,Compliant
985,3956,2507.22,2025-09-11,Transfer,Germany,43,0,Low Risk,Compliant
986,2581,2716.39,2025-09-12,Credit,India,28,0,Low Risk,Compliant
987,4618,4757.88,2025-09-13,Transfer,UK,25,0,Low Risk,SOX Violation
988,4324,4237.37,2025-09-14,Debit,USA,61,0,Low Risk,SOX Violation
989,1389,4572.04,2025-09-15,Transfer,USA,57,0,Low Risk,SOX Violation
990,2617,4070.69,2025-09-16,Credit,Germany,60,0,Low Risk,SOX Violation
991,3930,553.5,2025-09-17,Debit,India,39,0,Low Risk,Compliant
992,1255,753.47,2025-09-18,Transfer,USA,37,0,Low Risk,Compliant
993,1708,2637.85,2025-09-19,Transfer,USA,25,0,Low Risk,Compliant
994,2838,1237.89,2025-09-20,Transfer,UK,46,0,Low Risk,Compliant
995,2944,2388.71,2025-09-21,Transfer,Canada,57,0,Low Risk,Compliant
996,3497,1977.88,2025-09-22,Transfer,Germany,43,0,Low Risk,Compliant
997,1009,2751.58,2025-09-23,Debit,Germany,47,0,Low Risk,Compliant
998,3871,3736.91,2025-09-24,Debit,Canada,34,0,Low Risk,Compliant
999,1797,3580.3,2025-09-25,Debit,USA,37,0,Low Risk,Compliant
1000,4313,2610.96,2025-09-26,Debit,UK,69,0,Low Risk,Compliant
