transaction_id,account_id,transaction_amount,transaction_date,transaction_type,location,customer_age,fraud_flag
985,3956,2507.22,2025-09-11,Transfer,Germany,43,0
986,2581,2716.39,2025-09-12,Credit,India,28,0
987,4618,4757.88,2025-09-13,Transfer,UK,25,0
988,4324,4237.37,2025-09-14,Debit,USA,61,0
989,1389,4572.04,2025-09-15,Transfer,USA,57,0
990,2617,4070.69,2025-09-16,Credit,Germany,60,0
991,3930,553.5,2025-09-17,Debit,India,39,0
992,1255,753.47,2025-09-18,Transfer,USA,37,0
993,1708,2637.85,2025-09-19,Transfer,USA,25,0
994,2838,1237.89,2025-09-20,Transfer,UK,46,0
995,2944,2388.71,2025-09-21,Transfer,Canada,57,0
996,3497,1977.88,2025-09-22,Transfer,Germany,43,0
997,1009,2751.58,2025-09-23,Debit,Germany,47,0
998,3871,3736.91,2025-09-24,Debit,Canada,34,0
999,1797,3580.3,2025-09-25,Debit,USA,37,0
1000,4313,2610.96,2025-09-26,Debit,UK,69,0
